"","cell_line","tx","conc","Time","mean_Tx_over_T0","se_Tx_over_T0"
"1","75","CX","0.1","T0",100,0
"2","75","CX","0.1","T24",82.7970260767718,4.0242049082472
"3","75","CX","0.1","T3",113.96658509758,3.73214562089679
"4","75","CX","0.1","T48",128.596753735957,3.29680278934141
"5","75","CX","0.1","T96",111.032513519227,5.77141830863843
"6","75","CX","0.5","T0",100,0
"7","75","CX","0.5","T24",112.622362676736,7.37794786047522
"8","75","CX","0.5","T3",103.191271214938,1.29204494356934
"9","75","CX","0.5","T48",101.867549108076,5.5439673966995
"10","75","CX","0.5","T96",118.219742998961,3.95788624337724
"11","75","CX","2.5","T0",100,0
"12","75","CX","2.5","T24",120.624346132836,9.98079966903761
"13","75","CX","2.5","T3",104.357485238955,3.83649411274795
"14","75","CX","2.5","T48",103.685299624234,1.96974810822601
"15","75","CX","2.5","T96",83.4653788123336,2.57590937574174
"16","75","DOX","0.1","T0",100,0
"17","75","DOX","0.1","T24",118.13225306606,3.52119412589465
"18","75","DOX","0.1","T3",72.0215258750659,5.72802238623892
"19","75","DOX","0.1","T48",78.4878743963788,5.86701776859534
"20","75","DOX","0.1","T96",101.574963103801,1.83365045748463
"21","75","DOX","0.5","T0",100,0
"22","75","DOX","0.5","T24",78.9821307023761,4.96703370537082
"23","75","DOX","0.5","T3",87.4361178533284,6.53402427855608
"24","75","DOX","0.5","T48",101.047536008596,2.52401776196388
"25","75","DOX","0.5","T96",65.0094675207898,0.474639670353771
"26","75","DOX","2.5","T0",100,0
"27","75","DOX","2.5","T24",55.7619754088377,1.74412529544768
"28","75","DOX","2.5","T3",80.2366121374773,6.09312259236401
"29","75","DOX","2.5","T48",55.60774695798,1.90338453570944
"30","75","DOX","2.5","T96",28.9504700802705,1.5786572987272
"31","75","VEH","0.1","T0",100,0
"32","75","VEH","0.1","T24",77.5847010970569,1.03170902072026
"33","75","VEH","0.1","T3",85.2944111134515,8.02959386381636
"34","75","VEH","0.1","T48",127.136430940475,5.83114180431984
"35","75","VEH","0.1","T96",120.62432962315,7.41601983205592
"36","75","VEH","0.5","T0",100,0
"37","75","VEH","0.5","T24",80.3443230653386,5.83134376734274
"38","75","VEH","0.5","T3",102.548239959238,5.95834273792055
"39","75","VEH","0.5","T48",128.7863237795,5.36296363215734
"40","75","VEH","0.5","T96",223.91636505329,6.40801037849905
"41","75","VEH","2.5","T0",100,0
"42","75","VEH","2.5","T24",77.5371109037412,5.47716642347126
"43","75","VEH","2.5","T3",95.3213034407677,6.84966221510233
"44","75","VEH","2.5","T48",114.51766818908,4.35066737222425
"45","75","VEH","2.5","T96",114.443862520182,5.47491684242183
"46","75","untx","0","T0",100,0
"47","75","untx","0","T24",100.08154022381,1.03209073962126
"48","75","untx","0","T3",95.8761662116747,7.29590412890014
"49","75","untx","0","T48",93.6421166127624,9.17002609497186
"50","75","untx","0","T96",98.0212177393219,5.46047304908165
"51","78","CX","0.1","T0",100,0
"52","78","CX","0.1","T24",90.7617353126051,3.17468974852435
"53","78","CX","0.1","T3",80.1071403274887,1.00035891874464
"54","78","CX","0.1","T48",112.102020590955,5.36034125726599
"55","78","CX","0.1","T96",124.205201820295,3.48713259450625
"56","78","CX","0.5","T0",100,0
"57","78","CX","0.5","T24",86.0384708787804,0.650927382493225
"58","78","CX","0.5","T3",97.824250907311,1.96631938230457
"59","78","CX","0.5","T48",111.332033658664,4.67485276789292
"60","78","CX","0.5","T96",119.325754070527,4.09287002684701
"61","78","CX","2.5","T0",100,0
"62","78","CX","2.5","T24",84.740635761627,2.02146649206263
"63","78","CX","2.5","T3",89.1989232946214,1.78990221624429
"64","78","CX","2.5","T48",100.714620522441,4.0119056271681
"65","78","CX","2.5","T96",120.289321035701,2.81922834233846
"66","78","DOX","0.1","T0",100,0
"67","78","DOX","0.1","T24",105.166981487965,2.78829900383823
"68","78","DOX","0.1","T3",109.061785049787,5.14960067525659
"69","78","DOX","0.1","T48",105.199331014649,5.23972424998768
"70","78","DOX","0.1","T96",115.064006737741,2.45002597870248
"71","78","DOX","0.5","T0",100,0
"72","78","DOX","0.5","T24",72.2395615989338,0.406236760393012
"73","78","DOX","0.5","T3",88.1872857788874,1.58320641835343
"74","78","DOX","0.5","T48",71.6411480092899,1.18155867447113
"75","78","DOX","0.5","T96",40.0237597291845,1.62396716040739
"76","78","DOX","2.5","T0",100,0
"77","78","DOX","2.5","T24",65.8640436186847,2.76945170887125
"78","78","DOX","2.5","T3",90.32007715707,1.67103927813558
"79","78","DOX","2.5","T48",62.2872088086638,1.81869677643628
"80","78","DOX","2.5","T96",42.5881374913545,0.792255954253866
"81","78","VEH","0.1","T0",100,0
"82","78","VEH","0.1","T24",94.3400251547984,2.16486295143734
"83","78","VEH","0.1","T3",91.5263860049428,0.483561659081368
"84","78","VEH","0.1","T48",96.820322216017,2.2417376470066
"85","78","VEH","0.1","T96",117.356238230404,3.60013163186556
"86","78","VEH","0.5","T0",100,0
"87","78","VEH","0.5","T24",91.6144664625486,2.49555602298946
"88","78","VEH","0.5","T3",88.3442049455357,2.31000273212917
"89","78","VEH","0.5","T48",120.136104334856,4.66510112964737
"90","78","VEH","0.5","T96",111.714760086569,0.928012940490068
"91","78","VEH","2.5","T0",100,0
"92","78","VEH","2.5","T24",89.6702488913752,1.53975547806516
"93","78","VEH","2.5","T3",89.9957491000635,1.97370014675174
"94","78","VEH","2.5","T48",109.548627231503,2.83445636481439
"95","78","VEH","2.5","T96",126.483561111078,4.24532566910323
"96","78","untx","0","T0",100,0
"97","78","untx","0","T24",99.4710739898351,2.58022874127009
"98","78","untx","0","T3",99.6747203928859,1.46607044559291
"99","78","untx","0","T48",100.366799671158,0.77802022444543
"100","78","untx","0","T96",99.3983761009859,2.81823519348726
"101","87","CX","0.1","T0",100,0
"102","87","CX","0.1","T24",85.7899538935137,1.33753915533782
"103","87","CX","0.1","T3",96.8249711282872,2.31023260797019
"104","87","CX","0.1","T48",103.282149000194,2.09566617203961
"105","87","CX","0.1","T96",73.2746616824646,1.63117196431551
"106","87","CX","0.5","T0",100,0
"107","87","CX","0.5","T24",84.0822753001591,1.8422094674768
"108","87","CX","0.5","T3",95.7759363947774,2.69062849149216
"109","87","CX","0.5","T48",97.2720114508474,3.51959905805329
"110","87","CX","0.5","T96",68.9840070350453,1.3650551088508
"111","87","CX","2.5","T0",100,0
"112","87","CX","2.5","T24",84.827362865776,2.25515393136592
"113","87","CX","2.5","T3",94.5508107865839,2.94171979672898
"114","87","CX","2.5","T48",101.421426017042,3.30040319178142
"115","87","CX","2.5","T96",62.4840039831875,1.41129494274523
"116","87","DOX","0.1","T0",100,0
"117","87","DOX","0.1","T24",93.5278073902228,2.0482055436355
"118","87","DOX","0.1","T3",114.017512356443,7.33943345585209
"119","87","DOX","0.1","T48",99.8843201138418,2.57797045980616
"120","87","DOX","0.1","T96",94.6891437429628,3.33523771419564
"121","87","DOX","0.5","T0",100,0
"122","87","DOX","0.5","T24",75.0327061391672,1.34903146241128
"123","87","DOX","0.5","T3",101.543784609907,2.98069986316718
"124","87","DOX","0.5","T48",66.4121169383819,2.55068076607754
"125","87","DOX","0.5","T96",21.9585115492771,0.717943012254795
"126","87","DOX","2.5","T0",100,0
"127","87","DOX","2.5","T24",69.4993170883027,2.29968147088599
"128","87","DOX","2.5","T3",100.14900867755,2.60816308384649
"129","87","DOX","2.5","T48",48.1675226716891,3.48550486098782
"130","87","DOX","2.5","T96",17.7545687719764,0.736679809330122
"131","87","VEH","0.1","T0",100,0
"132","87","VEH","0.1","T24",94.7193570909796,2.28646439015094
"133","87","VEH","0.1","T3",94.0317973166039,1.45536753611691
"134","87","VEH","0.1","T48",74.5584889009282,1.49103516427838
"135","87","VEH","0.1","T96",75.3676245657467,4.5029967031664
"136","87","VEH","0.5","T0",100,0
"137","87","VEH","0.5","T24",93.4816223968438,1.28019516835101
"138","87","VEH","0.5","T3",92.7345681469048,1.44097356869723
"139","87","VEH","0.5","T48",103.526601039424,2.31021329422169
"140","87","VEH","0.5","T96",104.657181812067,9.1971128298842
"141","87","VEH","2.5","T0",100,0
"142","87","VEH","2.5","T24",83.7734578989723,1.14492200363344
"143","87","VEH","2.5","T3",94.0038963790621,2.1726091782713
"144","87","VEH","2.5","T48",101.10718343754,2.16009406427587
"145","87","VEH","2.5","T96",77.6029450525116,0.895433463267916
"146","87","untx","0","T0",100,0
"147","87","untx","0","T24",99.9692905968008,2.35916315005356
"148","87","untx","0","T3",100.015518188585,3.33847512226237
"149","87","untx","0","T48",96.89470118153,4.86044407289261
"150","87","untx","0","T96",95.6887227600151,3.97732261355643
